query_id,perturbation_type,perturbation_level,ground_truth,llm_guess,llm_latency,prompt_tokens,completion_tokens,cost_usd
53848,char,1,D,D,23481.15179099841,1495,2,0.00022615
56856,label,1,A,A,23477.79958299361,685,2,0.00010465000000000001
63885,numeric,1,B,B,23475.76470801141,1233,2,0.00018685
63707,numeric,1,A,B,23480.750749993604,1625,2,0.00024565
56992,label,1,B,B,23452.70900000469,1297,2,0.00019644999999999998
54091,char,1,B,B,23451.836459018523,1766,2,0.0002668
63917,numeric,1,C,D,23448.352124978555,1004,2,0.0001525
54130,char,1,C,B,23446.05599998613,1681,2,0.00025404999999999997
57037,label,1,C,C,23447.84791697748,1249,2,0.00018925
53850,char,1,A,A,24709.092000004603,1001,2,0.00015205
63977,numeric,1,D,C,23447.997583978577,1143,2,0.00017334999999999999
54183,char,1,D,D,23446.77412501187,1302,2,0.0001972
57085,label,1,A,A,23443.5190410004,1439,2,0.00021775
57080,label,1,D,D,23452.415000007022,1484,2,0.0002245
54215,char,1,A,B,23443.461832997855,1803,2,0.00027235
57092,label,1,C,A,8460.420042014448,559,2,8.575e-05
54220,char,1,B,B,9319.667625008151,714,2,0.000109
57086,label,1,B,B,9723.59758298262,1543,2,0.00023335
64044,numeric,1,B,B,23595.226707984693,986,2,0.0001498
64043,numeric,1,A,A,24779.030083998805,1224,2,0.0001855
64045,numeric,1,C,C,9325.625291996403,1153,2,0.00017485
64046,numeric,1,D,D,8597.962084022583,1246,2,0.0001888
54229,char,1,D,D,7693.797957996139,832,2,0.0001267
54223,char,1,C,C,8602.580459002638,663,2,0.00010135000000000001
64048,numeric,1,A,A,7697.9328749876,1346,2,0.00020380000000000002
57097,label,1,D,D,8603.573583008256,1312,2,0.00019869999999999998
64049,numeric,1,B,B,7694.709999981569,1196,2,0.00018130000000000002
54230,char,1,A,A,8958.228666015202,1155,2,0.00017515
57098,label,1,A,A,8960.522916982882,703,2,0.00010735000000000001
57100,label,1,B,B,8957.192417001352,1465,2,0.00022165
54232,char,1,B,B,9082.337125000777,1800,2,0.0002719
57105,label,1,C,C,9076.929208007641,1442,2,0.0002182
64055,numeric,1,D,D,9074.032875010744,1133,2,0.00017185
64050,numeric,1,C,C,9087.239124986809,1232,2,0.00018669999999999998
57107,label,1,D,D,9112.490750005236,997,2,0.00015145
54245,char,1,C,C,10435.84412499331,2148,2,0.00032409999999999996
54249,char,1,A,A,9211.06333300122,1785,2,0.00026964999999999997
64062,numeric,1,B,B,9209.359291009605,1552,2,0.00023469999999999999
54248,char,1,D,D,10442.62954199803,1711,2,0.00025854999999999997
57108,label,1,A,A,10439.83741698321,1130,2,0.00017140000000000002
64060,numeric,1,A,A,10441.6229580238,1397,2,0.00021145
59742,label,1,C,C,10426.921333972132,1331,2,0.00020155000000000002
64067,numeric,1,C,C,10428.407875006087,1485,2,0.00022465
64592,numeric,1,A,B,9102.688834012952,846,2,0.0001288
60291,label,1,D,D,9106.300832994748,1033,2,0.00015685
54295,char,1,C,D,9113.892875000602,721,2,0.00011004999999999999
59740,label,1,B,B,10437.936040980276,1069,2,0.00016225
64068,numeric,1,D,D,9110.259790992131,1369,2,0.00020725
54287,char,1,B,B,10437.77729201247,649,2,9.925e-05
60307,label,1,A,Z,9074.687500018626,819,2,0.00012475
54342,char,1,B,B,9067.716874997132,737,2,0.00011245000000000001
54341,char,1,A,A,9076.727250008844,808,2,0.00012309999999999998
54340,char,1,D,D,10401.497542014113,745,2,0.00011365000000000001
54343,char,1,C,C,9110.406874999171,416,2,6.429999999999999e-05
60311,label,1,C,C,9118.365625006845,723,2,0.00011035000000000001
64596,numeric,1,B,C,10443.236124992836,756,2,0.0001153
60312,label,1,D,D,9112.342875014292,689,2,0.00010525
54344,char,1,D,D,9111.240665981313,568,2,8.71e-05
60310,label,1,B,B,10443.173208012013,867,2,0.00013194999999999998
64614,numeric,1,A,A,9111.44445897662,774,2,0.000118
64612,numeric,1,D,C,9119.466749980347,644,2,9.85e-05
64608,numeric,1,C,D,10442.546832986409,804,2,0.0001225
55581,char,1,C,B,6555.556959006935,568,2,8.71e-05
60347,label,1,B,B,7915.576583996881,891,2,0.00013555000000000002
60313,label,1,A,A,9176.844792003976,784,2,0.0001195
64615,numeric,1,B,A,9182.730833999813,664,2,0.0001015
55579,char,1,A,A,9183.771000010893,773,2,0.00011784999999999999
64616,numeric,1,C,C,7921.123375010211,790,2,0.0001204
55580,char,1,B,B,7923.020207992522,872,2,0.0001327
60354,label,1,C,C,7919.179874996189,770,2,0.00011740000000000001
60355,label,1,D,D,6549.6812500059605,663,2,0.00010135000000000001
65729,numeric,1,A,B,6547.211375000188,1138,2,0.0001726
64617,numeric,1,D,D,7886.8171669892035,659,2,0.00010075
56464,char,1,D,D,6552.929582976503,969,2,0.00014725
63281,label,1,A,A,6550.772041984601,691,2,0.00010554999999999999
56478,char,1,A,A,6549.9490420043,646,2,9.88e-05
56479,char,1,B,B,6549.039834004361,901,2,0.00013705000000000002
63466,label,1,D,D,6543.2115419826005,1150,2,0.0001744
65748,numeric,1,B,B,6562.518666003598,802,2,0.00012220000000000002
63387,label,1,B,A,6561.513708991697,1251,2,0.00018955
63464,label,1,C,C,6553.234833991155,1247,2,0.00018894999999999998
65751,numeric,1,D,D,6551.450250000926,821,2,0.00012505
65750,numeric,1,C,C,6555.632667004829,724,2,0.0001105
56480,char,1,C,B,6553.679083008319,937,2,0.00014245
56638,char,1,A,A,6583.12387499609,1346,2,0.00020380000000000002
56481,char,1,D,D,6593.5725000163075,813,2,0.00012385
63467,label,1,A,A,6588.580041978275,1350,2,0.0002044
65752,numeric,1,A,A,6590.515041985782,751,2,0.00011454999999999999
65753,numeric,1,B,B,6549.345374980476,930,2,0.0001414
56840,char,1,D,D,6535.095792001812,1355,2,0.00020515
63490,label,1,B,B,6545.9825830184855,1271,2,0.00019255000000000002
56647,char,1,B,B,6544.165624974994,1192,2,0.0001807
65754,numeric,1,C,C,6543.025040999055,787,2,0.00011995
56658,char,1,C,D,6540.9169160120655,1450,2,0.0002194
63707,label,1,A,B,6549.64199999813,1605,2,0.00024265000000000002
63567,label,1,D,D,7866.86004200601,1050,2,0.0001594
68534,numeric,1,A,A,6553.17945801653,515,2,7.915e-05
56856,char,1,A,A,6556.873166991863,685,2,0.00010465000000000001
63917,label,1,C,D,6547.252166987164,1002,2,0.00015219999999999999
68556,numeric,1,B,B,6553.204625000944,564,2,8.65e-05
65755,numeric,1,D,D,7877.687916974537,698,2,0.0001066
63885,label,1,B,B,6552.801791985985,1233,2,0.00018685
63558,label,1,C,D,7881.648666982073,1355,2,0.00020515
57037,char,1,C,C,6551.217250002082,1249,2,0.00018925
63977,label,1,D,C,6547.434999985853,1139,2,0.00017275
68557,numeric,1,C,C,7868.076708022272,1014,2,0.000154
68573,numeric,1,A,A,6545.179250009824,761,2,0.00011605
68569,numeric,1,D,D,6552.380666020326,824,2,0.0001255
56992,char,1,B,B,7870.135874982225,1297,2,0.00019644999999999998
57085,char,1,A,A,6517.1095409896225,1439,2,0.00021775
68817,numeric,1,D,B,6503.421917004744,786,2,0.0001198
68575,numeric,1,C,C,6511.927042010939,993,2,0.00015085
68574,numeric,1,B,B,6521.109249995789,983,2,0.00014935
57080,char,1,D,D,7747.544917016057,1484,2,0.0002245
64043,label,1,A,A,7745.927125011804,1218,2,0.0001846
57097,char,1,D,D,6491.76441700547,1312,2,0.00019869999999999998
57092,char,1,C,C,7813.560791983036,559,2,8.575e-05
64044,label,1,B,B,7824.490832979791,986,2,0.0001498
64046,label,1,D,D,6501.643666008022,1240,2,0.00018790000000000001
57086,char,1,B,B,7823.588250001194,2039,2,0.0003077499999999999
64045,label,1,C,A,7821.602124982746,1145,2,0.00017365
57098,char,1,A,A,6494.777000014437,703,2,0.00010735000000000001
68858,numeric,1,B,A,6490.078833012376,691,2,0.00010554999999999999
64048,label,1,A,A,7823.957083019195,1340,2,0.0002029
64050,label,1,C,C,6490.058750001481,1226,2,0.00018580000000000002
68851,numeric,1,A,C,7826.922834006837,1108,2,0.0001681
68881,numeric,1,D,D,6545.67333299201,743,2,0.00011335
57100,char,1,B,B,7874.82041597832,1465,2,0.00022165
57105,char,1,C,C,6553.413874993566,1442,2,0.0002182
64049,label,1,B,A,7882.445291004842,1194,2,0.000181
69677,numeric,1,B,B,6540.173791989218,808,2,0.00012309999999999998
68880,numeric,1,C,C,7880.796540994197,801,2,0.00012205
69676,numeric,1,A,A,6544.944207998924,605,2,9.265e-05
57107,char,1,D,D,6547.5782079738565,1367,2,0.00020695
64062,label,1,B,B,7742.710666992934,1534,2,0.000232
59740,char,1,B,B,6435.667999990983,1385,2,0.00020965
64055,label,1,D,D,7761.470124998596,1131,2,0.00017155000000000002
64060,label,1,A,A,7752.966958010802,1383,2,0.00020935
57108,char,1,A,A,7752.3182919831015,1130,2,0.00017140000000000002
74038,numeric,1,C,C,6439.770208991831,438,2,6.76e-05
64592,label,1,A,B,6517.146750004031,844,2,0.0001285
74222,numeric,1,B,B,6514.678832987556,878,2,0.0001336
60291,char,1,D,D,6529.882792005083,1033,2,0.00015685
64067,label,1,C,C,7725.5172500154,1469,2,0.00022225
74214,numeric,1,A,A,6529.409249982564,1058,2,0.0001606
64068,label,1,D,D,7724.61145799025,1355,2,0.00020515
59742,char,1,C,C,7726.346957992064,1331,2,0.00020155000000000002
74081,numeric,1,D,B,7726.321875001304,1475,2,0.00022315
64612,label,1,D,D,6494.27620798815,642,2,9.82e-05
60310,char,1,B,B,6504.743291996419,867,2,0.00013194999999999998
74225,numeric,1,D,D,6501.458333979826,999,2,0.00015175
64608,label,1,C,D,6505.182374996366,794,2,0.000121
74223,numeric,1,C,C,6509.908584004734,949,2,0.00014425
60307,char,1,A,Z,7813.488791987766,819,2,0.00012475
60311,char,1,C,C,6504.951582988724,723,2,0.00011035000000000001
64596,label,1,B,C,7811.631124990527,752,2,0.0001147
64615,label,1,B,A,5040.766583988443,662,2,0.00010120000000000001
74227,numeric,1,A,A,6428.390582994325,1215,2,0.00018415
60312,char,1,D,D,6431.012291985098,689,2,0.00010525
60313,char,1,A,A,6432.004292000784,784,2,0.0001195
64614,label,1,A,A,6434.364624990849,774,2,0.000118
74229,numeric,1,B,B,6431.797416997142,964,2,0.0001465
60347,char,1,B,B,6313.930583011825,1253,2,0.00018985
74230,numeric,1,C,C,6312.62208300177,865,2,0.00013165
60354,char,1,C,C,6309.833375009475,770,2,0.00011740000000000001
64616,label,1,C,C,6311.819416994695,788,2,0.00012009999999999999
74231,numeric,1,D,D,6309.582917019725,527,2,8.095e-05
60355,char,1,D,D,6307.690832996741,663,2,0.00010135000000000001
64617,label,1,D,D,6309.242457995424,657,2,0.00010045
74233,numeric,1,A,A,6384.203249996062,784,2,0.0001195
63464,char,1,C,C,6417.534208012512,1550,2,0.0002344
63281,char,1,A,A,7707.232833985472,691,2,0.00010554999999999999
74502,numeric,1,C,C,6432.181416021194,822,2,0.0001252
63387,char,1,B,A,7710.423040989554,1251,2,0.00018955
65748,label,1,B,A,7711.905791016761,801,2,0.00012205
74503,numeric,1,D,D,6424.908540997421,974,2,0.000148
74501,numeric,1,B,B,7714.752625004621,1058,2,0.0001606
65729,label,1,A,B,7721.5810420166235,1138,2,0.0001726
74504,numeric,1,A,A,6422.993124986533,631,2,9.655e-05
63467,char,1,A,A,6449.543333001202,1350,2,0.0002044
65750,label,1,C,C,7737.907333008479,722,2,0.00011020000000000001
74505,numeric,1,B,B,6454.026457999134,902,2,0.0001372
74506,numeric,1,C,C,6446.105292008724,963,2,0.00014635
74507,numeric,1,D,D,6442.779042001348,828,2,0.0001261
65751,label,1,D,D,7736.425874987617,819,2,0.00012475
65752,label,1,A,B,7733.192915999098,751,2,0.00011454999999999999
63466,char,1,D,D,7736.179333005566,1150,2,0.0001744
63567,char,1,D,D,6422.215917002177,1050,2,0.0001594
63707,char,1,A,B,6413.30775001552,1605,2,0.00024265000000000002
65755,label,1,D,D,6430.818791006459,696,2,0.0001063
65753,label,1,B,B,7679.260250006337,926,2,0.0001408
63558,char,1,C,D,7674.117666989332,1837,2,0.00027745
65754,label,1,C,C,7676.094708003802,785,2,0.00011965000000000001
63490,char,1,B,B,7679.724665998947,1271,2,0.00019255000000000002
68556,label,1,B,B,6479.268499999307,562,2,8.620000000000001e-05
63885,char,1,B,B,6474.475084018195,1233,2,0.00018685
75182,numeric,1,C,C,6478.392457996961,1007,2,0.00015294999999999998
68557,label,1,C,C,6477.609166991897,1014,2,0.000154
68534,label,1,A,A,7750.9620420169085,513,2,7.885e-05
75149,numeric,1,A,A,7758.734792005271,796,2,0.0001213
75198,numeric,1,D,D,6476.960625004722,987,2,0.00014994999999999999
75181,numeric,1,B,B,7749.681834015064,921,2,0.00014005000000000002
68569,label,1,D,D,6476.857541012578,822,2,0.0001252
75246,numeric,1,A,C,5100.457416003337,727,2,0.00011095
63977,char,1,D,C,6432.3929579986725,1139,2,0.00017275
64045,char,1,C,C,5087.687292019837,1145,2,0.00017365
68574,label,1,B,B,5092.811542010168,981,2,0.00014905000000000002
64044,char,1,B,B,5092.160917003639,986,2,0.0001498
68573,label,1,A,A,5105.474791984307,761,2,0.00011605
63917,char,1,C,D,7708.427792007569,1002,2,0.00015219999999999999
68575,label,1,C,C,5091.553375008516,987,2,0.00014994999999999999
75251,numeric,1,B,A,5096.728833013913,873,2,0.00013285
75388,numeric,1,D,D,5118.346959003247,774,2,0.000118
64043,char,1,A,A,6421.318332984811,1218,2,0.0001846
75467,numeric,1,A,A,5117.255541990744,810,2,0.00012340000000000002
68851,label,1,A,C,5116.38129199855,1104,2,0.0001675
68858,label,1,B,B,5113.588875014102,687,2,0.00010495
64046,char,1,D,D,5120.590667007491,1240,2,0.00018790000000000001
68817,label,1,D,B,5126.645791984629,784,2,0.0001195
75337,numeric,1,C,A,6425.752290990204,884,2,0.0001345
75468,numeric,1,B,B,5116.984583000885,830,2,0.0001264
64050,char,1,C,C,5085.332124988781,1226,2,0.00018580000000000002
75470,numeric,1,D,D,5084.608832985396,745,2,0.00011365000000000001
64049,char,1,B,B,5100.3792920091655,1194,2,0.000181
68880,label,1,C,C,5093.917749996763,801,2,0.00012205
75469,numeric,1,C,C,5099.843000003602,902,2,0.0001372
64048,char,1,A,A,6320.939124998404,1340,2,0.0002029
64055,char,1,D,D,5089.515625004424,1673,2,0.00025285
64060,char,1,A,A,5038.41104201274,1383,2,0.00020935
75471,numeric,1,A,A,5046.317375003127,1003,2,0.00015235
69676,label,1,A,B,5050.502083991887,599,2,9.175e-05
75472,numeric,1,B,B,5043.354624998756,727,2,0.00011095
69677,label,1,B,B,5042.547249991912,808,2,0.00012309999999999998
64067,char,1,C,C,5037.592375010718,1469,2,0.00022225
64062,char,1,B,B,5042.133708979236,1534,2,0.000232
68881,label,1,D,D,6372.100500011584,743,2,0.00011335
74038,label,1,C,C,5040.930999995908,438,2,6.76e-05
75474,numeric,1,D,D,5067.6830830052495,1087,2,0.00016495
74222,label,1,B,B,5053.293792007025,859,2,0.00013075
74081,label,1,D,B,5070.361291000154,1474,2,0.000223
64596,char,1,B,C,5056.237417011289,752,2,0.0001147
74214,label,1,A,A,5061.475666996557,1049,2,0.00015925
75475,numeric,1,A,A,5063.243582990253,405,2,6.265e-05
75473,numeric,1,C,C,6290.4609159741085,974,2,0.000148
64592,char,1,A,B,5061.376333003864,844,2,0.0001285
75477,numeric,1,C,C,5013.662791985553,679,2,0.00010375
74225,label,1,D,D,5009.212167002261,995,2,0.00015115000000000001
75480,numeric,1,D,D,5011.186291027116,961,2,0.00014605
75476,numeric,1,B,B,6340.6815419730265,951,2,0.00014455000000000002
64614,char,1,A,A,5006.0766660026275,774,2,0.000118
74227,label,1,A,A,5007.770374999382,1201,2,0.00018205
64612,char,1,D,C,5010.627584008034,884,2,0.0001345
64068,char,1,D,D,6348.894416005351,1355,2,0.00020515
74223,label,1,C,C,5022.802708990639,949,2,0.00014425
75517,numeric,1,C,C,5002.985958009958,964,2,0.0001465
75503,numeric,1,B,A,5012.053333019139,799,2,0.00012175
74230,label,1,C,C,5007.857666991185,861,2,0.00013105000000000001
64615,char,1,B,A,5011.649084015517,662,2,0.00010120000000000001
75481,numeric,1,A,A,6209.924499999033,1006,2,0.0001528
64608,char,1,C,D,6216.259250009898,794,2,0.000121
64616,char,1,C,C,5008.840499998769,788,2,0.00012009999999999999
74229,label,1,B,A,5018.907499994384,958,2,0.0001456
75541,numeric,1,D,B,5008.733333990676,795,2,0.00012115
75545,numeric,1,A,A,4875.517042004503,944,2,0.0001435
74231,label,1,D,D,4888.285749999341,525,2,8.065000000000001e-05
64617,char,1,D,D,4887.362374982331,657,2,0.00010045
74233,label,1,A,A,4880.030458996771,778,2,0.0001186
65729,char,1,A,B,4879.042000015033,1138,2,0.0001726
75606,numeric,1,C,C,4874.655332998373,1000,2,0.0001519
75605,numeric,1,B,B,4878.873459005263,978,2,0.0001486
74501,label,1,B,B,4878.323457989609,1048,2,0.0001591
65748,char,1,B,B,4877.6350840053055,801,2,0.00012205
65750,char,1,C,C,4858.8929580000695,722,2,0.00011020000000000001
74502,label,1,C,C,4860.843291011406,818,2,0.0001246
65752,char,1,A,A,4855.968916992424,751,2,0.00011454999999999999
75608,numeric,1,A,A,4858.457333990373,812,2,0.0001237
65751,char,1,D,D,4859.751124982722,819,2,0.00012475
74503,label,1,D,D,4861.129249999067,970,2,0.0001474
74504,label,1,A,A,4859.1433340043295,629,2,9.625e-05
75607,numeric,1,D,D,4864.066500012996,936,2,0.00014230000000000002
75609,numeric,1,B,B,4805.959457997233,885,2,0.00013465
74506,label,1,C,C,4799.046916974476,948,2,0.0001441
65753,char,1,B,B,4802.569416991901,926,2,0.0001408
75610,numeric,1,C,C,4801.563250017352,879,2,0.00013375
75617,numeric,1,D,D,4797.864291002043,851,2,0.00012954999999999998
74507,label,1,D,D,4797.281375009334,822,2,0.0001252
65754,char,1,C,C,4800.401791988406,785,2,0.00011965000000000001
65755,char,1,D,D,4797.305166022852,696,2,0.0001063
74505,label,1,B,B,4808.475541998632,902,2,0.0001372
75618,numeric,1,A,A,4834.594999992987,800,2,0.00012190000000000001
68534,char,1,A,A,4831.877958000405,513,2,7.885e-05
75689,numeric,1,B,D,4830.684667016612,833,2,0.00012685
75149,label,1,A,A,4838.87787500862,790,2,0.0001204
68557,char,1,C,C,4825.245917018037,1014,2,0.000154
75182,label,1,C,C,4826.869999989867,1005,2,0.00015265
68556,char,1,B,B,4830.369041999802,562,2,8.620000000000001e-05
75181,label,1,B,B,4832.469749992015,919,2,0.00013975
75726,numeric,1,C,A,4830.379249993712,1067,2,0.00016194999999999998
75734,numeric,1,D,D,4898.729917011224,841,2,0.00012805
75198,label,1,D,D,4892.865583009552,985,2,0.00014965
68569,char,1,D,D,4891.155791992787,822,2,0.0001252
75246,label,1,A,C,4894.862208981067,723,2,0.00011035000000000001
75251,label,1,B,A,4891.452709009172,873,2,0.00013285
68573,char,1,A,A,4894.871041993611,761,2,0.00011605
75778,numeric,1,A,D,4897.866165993037,967,2,0.00014695
68574,char,1,B,B,4892.0443750103,981,2,0.00014905000000000002
75812,numeric,1,B,A,4895.6007919914555,770,2,0.00011740000000000001
75337,label,1,C,C,4866.29587499192,882,2,0.00013419999999999998
75834,numeric,1,C,D,4868.196499999613,747,2,0.00011395
75467,label,1,A,A,4854.623208986595,810,2,0.00012340000000000002
68817,char,1,D,B,4862.833624996711,784,2,0.0001195
75388,label,1,D,A,4864.576833002502,774,2,0.000118
75898,numeric,1,D,D,4866.55116599286,933,2,0.00014185
75899,numeric,1,A,A,4863.340249983594,1025,2,0.00015565000000000002
68575,char,1,C,C,4869.649416999891,987,2,0.00014994999999999999
68851,char,1,A,C,5015.011667012004,1104,2,0.0001675
75903,numeric,1,C,Z,5006.588249991182,819,2,0.00012475
75468,label,1,B,B,5010.608209006023,824,2,0.0001255
68858,char,1,B,A,5009.391458996106,687,2,0.00010495
68880,char,1,C,C,5005.739917018218,801,2,0.00012205
75904,numeric,1,D,D,5005.10141599807,875,2,0.00013315
75469,label,1,C,C,5007.861999998568,900,2,0.0001369
75902,numeric,1,B,B,5015.322999999626,1068,2,0.00016209999999999998
75470,label,1,D,D,5005.931291991146,745,2,0.00011365000000000001
68881,char,1,D,D,4967.29770800448,743,2,0.00011335
75471,label,1,A,A,4958.601291989908,999,2,0.00015175
75905,numeric,1,A,A,4960.8284999849275,819,2,0.00012475
75473,label,1,C,C,4952.042582997819,972,2,0.00014769999999999999
75910,numeric,1,C,C,4953.473125002347,779,2,0.00011875
69677,char,1,B,B,4954.972875013482,808,2,0.00012309999999999998
75908,numeric,1,B,B,4957.606957992539,669,2,0.00010225
69676,char,1,A,A,4959.273667016532,599,2,9.175e-05
75472,label,1,B,B,4957.63208300923,721,2,0.00011004999999999999
75474,label,1,D,D,5112.463582976488,1081,2,0.00016405
74038,char,1,C,C,5115.538124984596,438,2,6.76e-05
75911,numeric,1,D,D,5120.448250003392,795,2,0.00012115
74081,char,1,D,B,5113.805958011653,1474,2,0.000223
75475,label,1,A,A,5111.153000005288,403,2,6.235e-05
75916,numeric,1,A,B,5113.003916980233,765,2,0.00011665
75476,label,1,B,B,5107.818916992983,949,2,0.00014425
75929,numeric,1,B,B,5109.538999997312,782,2,0.0001192
74214,char,1,A,A,5111.428375006653,1049,2,0.00015925
75930,numeric,1,C,D,5108.570625016,614,2,9.4e-05
74222,char,1,B,B,5115.182374982396,859,2,0.00013075
75935,numeric,1,A,D,5102.503333007917,656,2,0.0001003
75931,numeric,1,D,D,5106.940792000387,889,2,0.00013525
74223,char,1,C,C,5109.469540999271,949,2,0.00014425
74225,char,1,D,D,5105.62633301015,995,2,0.00015115000000000001
75477,label,1,C,C,5115.740957990056,679,2,0.00010375
75481,label,1,A,A,5121.4733330125455,991,2,0.00015055
74229,char,1,B,B,5110.714375012321,958,2,0.0001456
74227,char,1,A,A,5115.656624984695,1201,2,0.00018205
75480,label,1,D,D,6489.157167001395,955,2,0.00014515
75503,label,1,B,A,6337.538833002327,799,2,0.00012175
75964,numeric,1,B,B,6339.600667008199,731,2,0.00011155
74230,char,1,C,C,6338.566917023854,861,2,0.00013105000000000001
75975,numeric,1,C,C,6341.524084011326,845,2,0.00012865
75517,label,1,C,C,6341.041875013616,962,2,0.00014619999999999998
75976,numeric,1,D,D,6339.7124169860035,910,2,0.0001384
74231,char,1,D,D,6397.826125001302,525,2,8.065000000000001e-05
75541,label,1,D,B,6399.785249988781,793,2,0.00012085
74233,char,1,A,A,6394.6384160080925,778,2,0.0001186
75545,label,1,A,A,6396.305333997589,942,2,0.00014319999999999998
75977,numeric,1,A,A,6398.418208002113,672,2,0.0001027
75979,numeric,1,B,B,6395.104124996578,235,2,3.715e-05
75605,label,1,B,B,6394.64683298138,968,2,0.0001471
76051,numeric,1,C,C,6404.3480420077685,447,2,6.895000000000001e-05
74501,char,1,B,B,6406.113208009629,1488,2,0.0002251
75606,label,1,C,C,6311.14212499233,992,2,0.00015069999999999998
74502,char,1,C,C,6310.099207999883,818,2,0.0001246
75607,label,1,D,D,6303.041583014419,936,2,0.00014230000000000002
74503,char,1,D,D,6301.907374989241,970,2,0.0001474
76196,numeric,1,A,C,6301.05325000477,346,2,5.38e-05
74504,char,1,A,A,6299.444083007984,629,2,9.625e-05
76166,numeric,1,D,D,7584.538249997422,872,2,0.0001327
74505,char,1,B,B,6396.451584005263,1250,2,0.0001894
75609,label,1,B,B,6403.331416979199,881,2,0.00013405
76214,numeric,1,D,D,6391.349249985069,800,2,0.00012190000000000001
76211,numeric,1,B,B,7578.983957995661,1005,2,0.00015265
76212,numeric,1,C,C,6396.449249994475,842,2,0.0001282
75608,label,1,A,A,7582.248457998503,809,2,0.00012325
75610,label,1,C,C,6405.721041985089,871,2,0.00013255000000000002
75617,label,1,D,D,6402.484958991408,847,2,0.00012895
74507,char,1,D,D,6350.129958009347,822,2,0.0001252
75618,label,1,A,B,6348.833625001134,798,2,0.00012159999999999999
76215,numeric,1,A,A,6349.815916997613,949,2,0.00014425
75149,char,1,A,A,6347.97579201404,1075,2,0.00016315
74506,char,1,C,C,7725.386499980232,948,2,0.0001441
76218,numeric,1,D,D,5213.035374996252,921,2,0.00014005000000000002
75726,label,1,C,A,6439.429499994731,1067,2,0.00016194999999999998
76216,numeric,1,B,B,6449.673041992355,498,2,7.66e-05
75182,char,1,C,C,6439.345958002377,1005,2,0.00015265
75181,char,1,B,B,6451.455041009467,919,2,0.00013975
76217,numeric,1,C,C,6450.157665996812,958,2,0.0001456
75689,label,1,B,D,6457.515542017063,829,2,0.00012625
75734,label,1,D,D,6389.163999992888,837,2,0.00012745
75778,label,1,A,D,6385.864874988329,967,2,0.00014695
76219,numeric,1,A,A,6391.975707985694,720,2,0.0001099
75198,char,1,D,D,6393.6234999855515,985,2,0.00014965
75246,char,1,A,C,6390.224959002808,723,2,0.00011035000000000001
76231,numeric,1,B,B,6388.196667016018,799,2,0.00012175
75251,char,1,B,A,6384.000999998534,873,2,0.00013285
75812,label,1,B,A,6385.7983330090065,770,2,0.00011740000000000001
76366,numeric,1,A,A,5214.8707500018645,842,2,0.0001282
76232,numeric,1,C,C,6502.966917003505,830,2,0.0001264
75834,label,1,C,A,6501.8912499945145,747,2,0.00011395
75388,char,1,D,D,6496.914708986878,774,2,0.000118
75898,label,1,D,D,6498.756124987267,927,2,0.00014094999999999998
75337,char,1,C,A,6502.15358400601,882,2,0.00013419999999999998
76234,numeric,1,D,D,6501.311250001891,728,2,0.0001111
76388,numeric,1,D,D,5112.689624977065,716,2,0.0001093
75899,label,1,A,A,6441.894166986458,1020,2,0.0001549
75467,char,1,A,A,6444.777084019734,810,2,0.00012340000000000002
75903,label,1,C,Z,6437.707625009352,815,2,0.00012415
75902,label,1,B,B,6443.059583980357,1068,2,0.00016209999999999998
76373,numeric,1,B,B,6444.673582998803,775,2,0.00011815000000000001
75469,char,1,C,C,6437.24195798859,900,2,0.0001369
76374,numeric,1,C,C,6442.266666999785,964,2,0.0001465
75468,char,1,B,B,6443.915291019948,824,2,0.0001255
76426,numeric,1,B,B,5122.655040991958,879,2,0.00013375
75471,char,1,A,A,5124.9427080038,999,2,0.00015175
75905,label,1,A,A,6446.039208007278,806,2,0.0001228
76408,numeric,1,A,D,6447.899416991277,554,2,8.5e-05
75904,label,1,D,D,6451.023250003345,873,2,0.00013285
75470,char,1,D,D,6450.56108298013,1052,2,0.00015969999999999998
76428,numeric,1,D,D,5170.006083004409,747,2,0.00011395
75929,label,1,B,B,5157.685207988834,780,2,0.0001189
76427,numeric,1,C,C,6340.65254102461,786,2,0.0001198
75911,label,1,D,D,5177.103374997387,795,2,0.00012115
75910,label,1,C,C,6346.816709003178,777,2,0.00011845
75472,char,1,B,B,6352.890249982011,721,2,0.00011004999999999999
75908,label,1,B,B,6354.783374990802,663,2,0.00010135000000000001
75473,char,1,C,C,6347.2157919895835,972,2,0.00014769999999999999
75916,label,1,A,B,5172.259250015486,763,2,0.00011635000000000001
76722,numeric,1,C,C,5110.778000002028,692,2,0.00010570000000000001
75476,char,1,B,B,5117.67162499018,949,2,0.00014425
75930,label,1,C,D,5115.395792003255,612,2,9.37e-05
75480,char,1,D,D,5109.912459010957,955,2,0.00014515
76429,numeric,1,A,A,6500.163041986525,936,2,0.00014230000000000002
75475,char,1,A,A,6498.025583015988,403,2,6.235e-05
75477,char,1,C,C,5116.0388750140555,896,2,0.0001363
76554,numeric,1,B,B,6498.450209008297,715,2,0.00010915000000000001
75931,label,1,D,D,5114.616292004939,879,2,0.00013375
75474,char,1,D,D,6505.581208009971,1081,2,0.00016405
75975,label,1,C,C,5021.845000010217,835,2,0.00012715
76725,numeric,1,A,A,5034.197834000224,1099,2,0.00016675
