query_id,perturbation_type,perturbation_level,ground_truth,llm_guess,llm_latency,prompt_tokens,completion_tokens,cost_usd
19249,missing,1,C,B,2542.7445829845965,1014,2,0.000154
19250,missing,1,D,D,2478.887582983589,968,2,0.0001471
19539,missing,1,A,A,2473.00179101876,1012,2,0.0001537
19552,missing,1,B,B,2469.272374990396,751,2,0.00011454999999999999
19553,missing,1,C,C,2464.96699997806,868,2,0.00013209999999999999
19554,missing,1,D,D,2468.095583986724,625,2,9.565000000000001e-05
20584,missing,1,A,D,2454.849249974359,744,2,0.0001135
20590,missing,1,B,B,2529.231416992843,696,2,0.0001063
20591,missing,1,C,C,2528.467999974964,767,2,0.00011695
20592,missing,1,D,D,2531.4689580118284,1138,2,0.0001726
20593,missing,1,A,A,2526.7982089717407,878,2,0.0001336
20612,missing,1,B,B,2904.7414579836186,885,2,0.00013465
20613,missing,1,C,C,2903.0567500158213,798,2,0.00012159999999999999
20873,missing,1,D,D,2899.127790995408,582,2,8.92e-05
20899,missing,1,A,A,2892.229999997653,1071,2,0.00016255000000000002
20900,missing,1,B,B,2878.770124982111,723,2,0.00011035000000000001
20901,missing,1,C,C,2673.5875830054283,777,2,0.00011845
21581,missing,1,D,D,2676.785999996355,756,2,0.0001153
21582,missing,1,A,D,2664.8380840197206,724,2,0.0001105
21583,missing,1,B,B,2669.0902920090593,774,2,0.000118
21584,missing,1,C,C,2669.7027500194963,1027,2,0.00015595
21585,missing,1,D,D,2632.6559169974644,648,2,9.910000000000001e-05
22600,missing,1,A,B,2629.4634169898927,1120,2,0.0001699
22608,missing,1,B,B,2620.5572089820635,859,2,0.00013075
22610,missing,1,C,B,2629.3778750114143,723,2,0.00011035000000000001
22620,missing,1,D,B,2626.638333022129,1119,2,0.00016975
22628,missing,1,A,A,2621.6781249968335,833,2,0.00012685
22629,missing,1,B,B,2482.1186249901075,795,2,0.00012115
22630,missing,1,C,C,2481.4240419946145,708,2,0.00010810000000000001
22645,missing,1,D,B,2473.4706659801304,917,2,0.00013945
22657,missing,1,A,B,2479.426167003112,580,2,8.89e-05
22661,missing,1,B,C,2147.5980830146,775,2,0.00011815000000000001
22675,missing,1,C,C,2147.919290990103,941,2,0.00014305
22676,missing,1,D,B,2144.8251249967143,570,2,8.740000000000001e-05
22678,missing,1,A,B,2138.7820419913623,735,2,0.00011215
22704,missing,1,B,B,2139.5779580052476,798,2,0.00012159999999999999
22705,missing,1,C,C,2356.5927089948673,715,2,0.00010915000000000001
22706,missing,1,D,D,2356.009124981938,626,2,9.58e-05
22707,missing,1,A,A,2354.5392919913866,924,2,0.0001405
22708,missing,1,B,B,2354.574833996594,689,2,0.00010525
22709,missing,1,C,C,2343.662667000899,628,2,9.61e-05
22710,missing,1,D,D,2384.6029169799294,991,2,0.00015055
22711,missing,1,A,A,2378.5444579843897,847,2,0.00012895
22712,missing,1,B,B,2380.6305839971174,512,2,7.87e-05
22713,missing,1,C,A,2373.6167500028387,818,2,0.0001246
22714,missing,1,D,D,2374.2084999976214,852,2,0.00012969999999999998
22715,missing,1,A,A,2368.015040992759,1146,2,0.00017380000000000002
22716,missing,1,B,B,2472.44391698041,832,2,0.0001267
22717,missing,1,C,C,2471.8517909932416,789,2,0.00012025
22718,missing,1,D,D,2462.655499984976,898,2,0.00013659999999999999
22719,missing,1,A,A,2468.5545829997864,914,2,0.000139
22720,missing,1,B,C,2526.0922080196906,746,2,0.0001138
22721,missing,1,C,C,2519.286208989797,798,2,0.00012159999999999999
22722,missing,1,D,D,2518.450417002896,742,2,0.0001132
22723,missing,1,A,A,2507.549417001428,996,2,0.00015130000000000002
22724,missing,1,B,B,2509.7716659947764,784,2,0.0001195
22725,missing,1,C,C,2503.6065409949515,559,2,8.575e-05
22726,missing,1,D,Z,2495.015583001077,935,2,0.00014215
22727,missing,1,A,A,2495.550125022419,690,2,0.0001054
22729,missing,1,B,B,2501.128082978539,758,2,0.0001156
22768,missing,1,C,C,2495.3903749992605,645,2,9.865e-05
23140,missing,1,D,C,2503.160416992614,827,2,0.00012595
23150,missing,1,A,B,2499.9078749970067,925,2,0.00014065
23151,missing,1,B,B,2497.039749985561,683,2,0.00010435
23188,missing,1,C,C,2494.1515840182547,1059,2,0.00016075
23189,missing,1,D,D,2484.4495829893276,639,2,9.775e-05
23190,missing,1,A,A,2489.194125024369,637,2,9.745e-05
23191,missing,1,B,B,2550.775125011569,755,2,0.00011515000000000001
23192,missing,1,C,C,2552.8366249927785,770,2,0.00011740000000000001
23299,missing,1,D,Z,2552.310792001663,957,2,0.00014544999999999998
23353,missing,1,A,A,2547.1772919991054,797,2,0.00012145
23388,missing,1,B,C,2481.445084005827,958,2,0.0001456
23390,missing,1,C,C,2483.95820800215,834,2,0.000127
23391,missing,1,D,Z,2483.3693339896854,958,2,0.0001456
23392,missing,1,A,A,2476.3952500070445,1022,2,0.00015519999999999998
23394,missing,1,B,B,2481.783875002293,973,2,0.00014785
23395,missing,1,C,C,2524.2854579992127,525,2,8.065000000000001e-05
23396,missing,1,D,D,2524.4530829950236,417,2,6.445000000000001e-05
23509,missing,1,A,C,2524.4637500145473,696,2,0.0001063
23518,missing,1,B,B,2523.8285419763997,1245,2,0.00018865
23519,missing,1,C,C,2524.2681250092573,759,2,0.00011575
23994,missing,1,D,D,2701.8763340020087,1039,2,0.00015775
25225,missing,1,A,A,2698.6175419879146,974,2,0.000148
25263,missing,1,B,A,2695.7136660057586,959,2,0.00014575
25272,missing,1,C,C,2686.5082909935154,654,2,0.0001
25278,missing,1,D,A,2694.1986250167247,753,2,0.00011485000000000001
25280,missing,1,A,A,2677.2370419930667,759,2,0.00011575
25282,missing,1,B,B,2893.4074160060845,676,2,0.0001033
25283,missing,1,C,C,2885.8453330176417,775,2,0.00011815000000000001
25284,missing,1,D,D,2881.811416009441,733,2,0.00011185000000000001
25728,missing,1,A,A,2885.9484170097858,1318,2,0.0001996
25868,missing,1,B,B,3372.320959024364,1339,2,0.00020275
25924,missing,1,C,C,3370.635208004387,1281,2,0.00019405
26016,missing,1,D,D,3362.9930000170134,1135,2,0.00017215
26018,missing,1,A,C,3363.599083008012,978,2,0.0001486
26021,missing,1,B,B,3355.2499579964206,787,2,0.00011995
26153,missing,1,C,C,3387.4899580259807,1230,2,0.0001864
26156,missing,1,D,D,3376.365333009744,1367,2,0.00020695
26159,missing,1,A,A,3378.076291992329,1167,2,0.00017695
26161,missing,1,B,B,3377.837207983248,1390,2,0.00021040000000000002
26162,missing,1,C,C,3379.6140830090735,1129,2,0.00017125
26163,missing,1,D,D,3394.3319999962114,1256,2,0.00019030000000000002
26166,missing,1,A,A,3392.5105830130633,1042,2,0.0001582
26167,missing,1,B,B,3392.480832990259,1593,2,0.00024085
28960,missing,1,C,C,3392.720707983244,668,2,0.00010210000000000002
29582,missing,1,D,C,3386.8939999956638,731,2,0.00011155
29590,missing,1,A,A,3387.5989170046523,811,2,0.00012355
29591,missing,1,B,B,3428.328166017309,708,2,0.00010810000000000001
31781,missing,1,C,D,3422.8079580061603,1234,2,0.000187
31796,missing,1,D,C,3416.807333007455,934,2,0.000142
31808,missing,1,A,A,3421.666250011185,1246,2,0.0001888
31813,missing,1,B,D,3120.8657909883186,949,2,0.00014425
31822,missing,1,C,C,3120.938208012376,1274,2,0.000193
31823,missing,1,D,D,3111.2574170110747,959,2,0.00014575
31824,missing,1,A,C,3106.8992909858935,1031,2,0.00015655
31826,missing,1,B,B,3117.9514579998795,1244,2,0.0001885
31855,missing,1,C,D,3360.7275410031434,1215,2,0.00018415
31857,missing,1,D,D,3356.145582976751,1083,2,0.00016434999999999998
31864,missing,1,A,A,3351.5053750015795,1262,2,0.00019119999999999999
31891,missing,1,B,B,3347.166624997044,689,2,0.00010525
31892,missing,1,C,C,3353.478125005495,1174,2,0.000178
31928,missing,1,D,D,3502.4793750199024,1013,2,0.00015385
31949,missing,1,A,A,3498.677374998806,1127,2,0.00017094999999999998
31977,missing,1,B,C,3493.1202080042567,1094,2,0.000166
31981,missing,1,C,C,3483.4649999975227,1127,2,0.00017094999999999998
31982,missing,1,D,D,3494.5136249880306,1067,2,0.00016194999999999998
31983,missing,1,A,A,3485.5532090005,1020,2,0.0001549
31984,missing,1,B,B,3458.740750007564,2059,2,0.00031074999999999994
31986,missing,1,C,C,3452.8432500083,1402,2,0.00021219999999999998
31991,missing,1,D,D,3447.2322090005036,761,2,0.00011605
31992,missing,1,A,A,3448.177707992727,1208,2,0.0001831
31993,missing,1,B,B,3517.9485409753397,1155,2,0.00017515
31994,missing,1,C,C,3513.6007079854608,1294,2,0.000196
31996,missing,1,D,D,3492.70529099158,1110,2,0.0001684
31997,missing,1,A,A,3503.9749999996275,1213,2,0.00018385
31998,missing,1,B,B,3499.5500840013847,968,2,0.0001471
31999,missing,1,C,C,3423.0910839978606,1185,2,0.00017965
32000,missing,1,D,D,3412.756416015327,1363,2,0.00020635
32001,missing,1,A,A,3419.894291990204,865,2,0.00013165
32003,missing,1,B,B,3415.337707992876,1057,2,0.00016045
32037,missing,1,C,C,3410.9610409941524,1029,2,0.00015625
32051,missing,1,D,D,3385.6434159970377,729,2,0.00011125
32052,missing,1,A,A,3376.445417001378,694,2,0.000106
32053,missing,1,B,B,3364.5060409908183,661,2,0.00010105
32778,missing,1,C,C,3369.1934589878656,1167,2,0.00017695
32783,missing,1,D,C,3371.7231249902397,1369,2,0.00020725
32807,missing,1,A,A,3364.7356669825967,1046,2,0.0001588
32809,missing,1,B,B,3119.65258300188,1269,2,0.00019225
32810,missing,1,C,C,3121.204499999294,1653,2,0.00024985
32812,missing,1,D,D,3117.9267919796985,1179,2,0.00017875
32813,missing,1,A,A,3109.29816699354,530,2,8.14e-05
38229,missing,1,B,B,3031.197499978589,1212,2,0.0001837
38231,missing,1,C,C,3019.7885840025265,989,2,0.00015025
38233,missing,1,D,D,3011.954624991631,981,2,0.00014905000000000002
38234,missing,1,A,A,3017.56999999634,1077,2,0.00016345
38237,missing,1,B,B,3011.765750008635,851,2,0.00012954999999999998
38580,missing,1,C,C,2692.996083002072,1088,2,0.0001651
38582,missing,1,D,D,2692.0086670143064,726,2,0.0001108
38583,missing,1,A,A,2692.809000000125,929,2,0.00014125
38584,missing,1,B,B,2689.761457993882,874,2,0.000133
39638,missing,1,C,C,2680.6340829934925,684,2,0.0001045
39676,missing,1,D,B,2587.809290998848,763,2,0.00011635000000000001
39678,missing,1,A,A,2590.127332980046,569,2,8.725e-05
39679,missing,1,B,B,2586.551915999735,771,2,0.00011755
39681,missing,1,C,C,2559.8410409875214,743,2,0.00011335
43428,missing,1,D,D,2579.6719169884454,628,2,9.61e-05
43434,missing,1,A,A,2571.2612089992035,813,2,0.00012385
43467,missing,1,B,B,2658.732665993739,891,2,0.00013555000000000002
43468,missing,1,C,C,2663.972832990112,984,2,0.0001495
44158,missing,1,D,B,2659.3089579837397,688,2,0.00010510000000000001
44160,missing,1,A,A,2659.0568750107195,741,2,0.00011305
44161,missing,1,B,B,2628.6717079929076,729,2,0.00011125
44548,missing,1,C,Z,2633.9903329790104,664,2,0.0001015
44589,missing,1,D,D,2633.7386250088457,640,2,9.790000000000001e-05
44602,missing,1,A,C,2626.729499985231,1223,2,0.00018535
44629,missing,1,B,B,2623.1041669961996,799,2,0.00012175
44634,missing,1,C,C,2971.065207995707,1180,2,0.0001789
44686,missing,1,D,B,2972.043166984804,1116,2,0.00016930000000000002
44693,missing,1,A,A,2971.622999990359,1020,2,0.0001549
44694,missing,1,B,A,2967.702082998585,1129,2,0.00017125
44697,missing,1,C,C,2959.8859590187203,1109,2,0.00016825
44713,missing,1,D,D,2896.205875003943,1057,2,0.00016045
44747,missing,1,A,B,2882.054583984427,910,2,0.0001384
44754,missing,1,B,B,2874.7407920018304,1065,2,0.00016165
44756,missing,1,C,C,2867.2790830023587,746,2,0.0001138
44757,missing,1,D,D,2867.6718329952564,1152,2,0.0001747
44758,missing,1,A,A,2859.93058301392,1074,2,0.000163
44759,missing,1,B,B,3144.7853750141803,975,2,0.00014815
44760,missing,1,C,C,3133.625499991467,1044,2,0.0001585
44765,missing,1,D,D,3135.114999982761,1196,2,0.00018130000000000002
44766,missing,1,A,A,3128.1272919732146,686,2,0.0001048
44768,missing,1,B,B,3351.4937919972,841,2,0.00012805
44769,missing,1,C,C,3347.420999984024,838,2,0.00012759999999999998
44770,missing,1,D,D,3342.579999996815,686,2,0.0001048
44771,missing,1,A,A,3338.4181250003166,1326,2,0.0002008
44774,missing,1,B,B,3332.5102500093635,1317,2,0.00019945
44777,missing,1,C,C,3618.968541995855,962,2,0.00014619999999999998
44778,missing,1,D,D,3614.221791009186,1164,2,0.0001765
44779,missing,1,A,A,3610.439541982487,1130,2,0.00017140000000000002
44904,missing,1,B,B,3587.3876659898087,1587,2,0.00023994999999999998
44928,missing,1,C,C,3605.1255839993246,1663,2,0.00025135
44969,missing,1,D,D,3727.027957997052,1659,2,0.00025075
44974,missing,1,A,A,3811.565250012791,317,2,4.9449999999999996e-05
44977,missing,1,B,B,3719.6085000177845,1236,2,0.0001873
45284,missing,1,C,C,3719.90666698548,1226,2,0.00018580000000000002
45285,missing,1,D,D,3805.7820000103675,1114,2,0.000169
45286,missing,1,A,A,3712.0362920104526,1296,2,0.0001963
45287,missing,1,B,B,3534.053582989145,1492,2,0.00022569999999999998
45294,missing,1,C,C,3528.976707981201,1440,2,0.0002179
45295,missing,1,D,D,3521.3369160192087,1191,2,0.00018055000000000002
45300,missing,1,A,A,3522.743042005459,1289,2,0.00019525
45301,missing,1,B,B,3289.535874995636,1257,2,0.00019045
45308,missing,1,C,C,3283.4248330036644,1359,2,0.00020575
45785,missing,1,D,C,3274.017207993893,905,2,0.00013765
45786,missing,1,A,A,3275.096333993133,1051,2,0.00015955
45787,missing,1,B,B,3275.992500013672,717,2,0.00010945
47130,missing,1,C,C,2755.571791989496,505,2,7.765e-05
47139,missing,1,D,C,2738.3966670022346,823,2,0.00012534999999999998
47158,missing,1,A,C,2743.270749982912,723,2,0.00011035000000000001
47170,missing,1,B,C,2740.5636660114396,957,2,0.00014544999999999998
47172,missing,1,C,C,2743.5725839750376,980,2,0.00014890000000000001
47173,missing,1,D,D,2640.6380830158014,887,2,0.00013495
47175,missing,1,A,A,2636.0035830002744,894,2,0.000136
47176,missing,1,B,B,2636.346167011652,640,2,9.790000000000001e-05
49312,missing,1,C,C,2624.1062079789117,821,2,0.00012505
49313,missing,1,D,D,2542.8169169754256,892,2,0.0001357
49604,missing,1,A,A,2544.0338749904186,1072,2,0.0001627
49961,missing,1,B,B,2701.1827919923235,902,2,0.0001372
49978,missing,1,C,C,2696.6715000162367,868,2,0.00013209999999999999
49994,missing,1,D,B,2683.8033749954775,772,2,0.0001177
50134,missing,1,A,A,2690.9444170014467,802,2,0.00012220000000000002
50209,missing,1,B,B,2648.5167919890955,997,2,0.00015145
50211,missing,1,C,C,2643.7497079896275,709,2,0.00010825
50212,missing,1,D,D,2645.375583000714,683,2,0.00010435
50213,missing,1,A,A,2633.701540995389,1009,2,0.00015325
50214,missing,1,B,B,2628.744582994841,875,2,0.00013315
50215,missing,1,C,C,2762.5461659918074,936,2,0.00014230000000000002
50216,missing,1,D,D,2753.5837499890476,983,2,0.00014935
50217,missing,1,A,A,2755.4822500096634,1018,2,0.0001546
50218,missing,1,B,B,2729.5633330068085,941,2,0.00014305
50219,missing,1,C,C,2755.2482500032056,881,2,0.00013405
50220,missing,1,D,D,2816.444958007196,1033,2,0.00015685
50221,missing,1,A,A,2813.4052499954123,965,2,0.00014665000000000001
50222,missing,1,B,B,2813.3072079799604,726,2,0.0001108
50224,missing,1,C,C,2799.873582989676,745,2,0.00011365000000000001
50731,missing,1,D,D,2811.977083008969,833,2,0.00012685
50742,missing,1,A,B,2801.950166991446,715,2,0.00010915000000000001
50776,missing,1,B,B,3027.190916996915,843,2,0.00012835
50777,missing,1,C,C,3012.5830420001876,756,2,0.0001153
50778,missing,1,D,D,3008.9264580165036,862,2,0.0001312
50779,missing,1,A,A,3012.5277920160443,688,2,0.00010510000000000001
51974,missing,1,B,B,3566.506333008874,1167,2,0.00017695
51975,missing,1,C,C,3564.6645419765264,656,2,0.0001003
51976,missing,1,D,D,3532.856833015103,986,2,0.0001498
52113,missing,1,A,D,3553.868834016612,1945,2,0.00029364999999999995
52171,missing,1,B,B,3552.329792000819,1373,2,0.00020784999999999998
52284,missing,1,C,C,3746.0541669861414,1485,2,0.00022465
52352,missing,1,D,D,3723.4499170153867,1485,2,0.00022465
52496,missing,1,A,D,3726.8311670050025,1259,2,0.00019075
52502,missing,1,B,B,3726.037125015864,1227,2,0.00018595
52513,missing,1,C,C,3721.8732080073096,1474,2,0.000223
52534,missing,1,D,D,3894.7818340093363,1100,2,0.00016690000000000002
52584,missing,1,A,A,3883.3248330047354,1421,2,0.00021505000000000002
52587,missing,1,B,B,3892.1615830040537,1340,2,0.0002029
52591,missing,1,C,C,3881.870417011669,1342,2,0.00020319999999999998
52592,missing,1,D,D,3885.8229580218904,1109,2,0.00016825
52596,missing,1,A,A,3885.165916988626,1278,2,0.0001936
52598,missing,1,B,B,3654.9577499972656,1370,2,0.0002074
52601,missing,1,C,C,3648.3105000224896,1377,2,0.00020845
52602,missing,1,D,D,3639.917208987754,1290,2,0.0001954
52603,missing,1,A,A,3643.6155420087744,1236,2,0.0001873
52607,missing,1,B,B,3519.6380419947673,1241,2,0.00018805000000000002
52608,missing,1,C,C,3488.197291007964,1374,2,0.000208
52950,missing,1,D,D,3494.729958008975,789,2,0.00012025
52953,missing,1,A,A,3490.6755420088302,699,2,0.00010675
52954,missing,1,B,B,3495.5574159976095,836,2,0.0001273
53633,missing,1,C,B,3481.6515409911517,876,2,0.00013330000000000001
53643,missing,1,D,D,3473.1716669921298,1105,2,0.00016765
53644,missing,1,A,A,3468.5029170068447,1126,2,0.0001708
53645,missing,1,B,B,3474.021750007523,775,2,0.00011815000000000001
53661,missing,1,C,C,3470.312292018207,808,2,0.00012309999999999998
53848,missing,1,D,D,3594.990500016138,955,2,0.00014515
53850,missing,1,A,A,3586.735916993348,888,2,0.0001351
54091,missing,1,B,B,4383.436541014817,1766,2,0.0002668
54130,missing,1,C,B,3584.1258330037817,1681,2,0.00025404999999999997
54183,missing,1,D,D,3576.5630830137525,1302,2,0.0001972
54215,missing,1,A,B,3585.0134170032106,1803,2,0.00027235
54220,missing,1,B,B,3600.8755000075325,714,2,0.000109
54223,missing,1,C,C,3608.2760419812985,663,2,0.00010135000000000001
54229,missing,1,D,D,3603.7345420045312,832,2,0.0001267
54230,missing,1,A,A,3595.9134589938913,1155,2,0.00017515
54232,missing,1,B,B,3113.146833027713,1800,2,0.0002719
54245,missing,1,C,C,3109.317791007925,1789,2,0.00027024999999999993
54248,missing,1,D,D,3092.894041998079,1711,2,0.00025854999999999997
54249,missing,1,A,A,3106.018333986867,1785,2,0.00026964999999999997
54287,missing,1,B,B,3092.3607920121867,649,2,9.925e-05
54295,missing,1,C,D,2877.395334013272,686,2,0.0001048
54340,missing,1,D,D,2878.588958992623,745,2,0.00011365000000000001
54341,missing,1,A,A,2866.3182920136023,808,2,0.00012309999999999998
54342,missing,1,B,B,2873.7267079995945,737,2,0.00011245000000000001
54343,missing,1,C,C,2859.7332919889595,416,2,6.429999999999999e-05
54344,missing,1,D,D,2725.7947089965455,568,2,8.71e-05
55579,missing,1,A,A,2724.05424999306,773,2,0.00011784999999999999
55580,missing,1,B,B,2716.418166004587,803,2,0.00012235
55581,missing,1,C,B,2713.164084008895,568,2,8.71e-05
56464,missing,1,D,D,2702.725040988298,969,2,0.00014725
56478,missing,1,A,A,2805.2448340167757,646,2,9.88e-05
56479,missing,1,B,B,2803.865624999162,671,2,0.00010255
56480,missing,1,C,B,2805.5012919940054,937,2,0.00014245
56481,missing,1,D,D,2792.1575419895817,813,2,0.00012385
56638,missing,1,A,A,2799.9287080019712,1346,2,0.00020380000000000002
56647,missing,1,B,B,3249.1757910174783,1154,2,0.000175
56658,missing,1,C,D,3241.7420420097187,1450,2,0.0002194
56840,missing,1,D,D,3228.036082990002,1355,2,0.00020515
56856,missing,1,A,A,3233.5682499979157,685,2,0.00010465000000000001
56992,missing,1,B,B,3219.1018750017975,1267,2,0.00019194999999999998
57037,missing,1,C,C,3511.478417000035,1249,2,0.00018925
57080,missing,1,D,D,3504.262833012035,1484,2,0.0002245
57085,missing,1,A,A,3498.4856250230223,1439,2,0.00021775
57086,missing,1,B,B,3500.2488330064807,1543,2,0.00023335
57092,missing,1,C,C,3490.5279579979833,559,2,8.575e-05
57097,missing,1,D,D,3397.831000009319,1312,2,0.00019869999999999998
57098,missing,1,A,A,3400.600499997381,703,2,0.00010735000000000001
57100,missing,1,B,B,3388.2228750153445,1465,2,0.00022165
57105,missing,1,C,C,3394.3366250023246,1442,2,0.0002182
57107,missing,1,D,D,3388.239624997368,997,2,0.00015145
57108,missing,1,A,A,3179.878374998225,970,2,0.0001474
59740,missing,1,B,B,3167.1748330118135,1069,2,0.00016225
59742,missing,1,C,C,3162.774625001475,1331,2,0.00020155000000000002
60291,missing,1,D,D,3166.96545900777,1033,2,0.00015685
60307,missing,1,A,Z,3155.231249984354,712,2,0.0001087
60310,missing,1,B,B,3176.316458004294,867,2,0.00013194999999999998
60311,missing,1,C,C,3175.471333001042,723,2,0.00011035000000000001
60312,missing,1,D,D,3167.820875009056,689,2,0.00010525
60313,missing,1,A,A,3157.56404097192,784,2,0.0001195
60347,missing,1,B,B,3159.4496250036173,891,2,0.00013555000000000002
60354,missing,1,C,C,3110.6758750102017,770,2,0.00011740000000000001
60355,missing,1,D,D,3107.049707992701,663,2,0.00010135000000000001
63281,missing,1,A,A,3100.7797500060406,691,2,0.00010554999999999999
63387,missing,1,B,A,3101.1900829907972,1251,2,0.00018955
63464,missing,1,C,C,3102.6800830150023,1247,2,0.00018894999999999998
63466,missing,1,D,D,3378.949709003791,1151,2,0.00017455000000000001
63467,missing,1,A,A,3370.330958015984,1350,2,0.0002044
63490,missing,1,B,B,3363.3269580022898,1271,2,0.00019255000000000002
63558,missing,1,C,D,3367.5599589769263,1355,2,0.00020515
63567,missing,1,D,D,3370.036540989531,1050,2,0.0001594
63707,missing,1,A,B,3674.359666998498,1605,2,0.00024265000000000002
63885,missing,1,B,B,3673.3373750175815,1160,2,0.0001759
63917,missing,1,C,D,3671.5948750206735,1002,2,0.00015219999999999999
63977,missing,1,D,C,3669.694292009808,1139,2,0.00017275
64043,missing,1,A,A,3665.7542499888223,1218,2,0.0001846
64044,missing,1,B,B,3562.1917079843115,986,2,0.0001498
64045,missing,1,C,C,3554.961791000096,1145,2,0.00017365
64046,missing,1,D,D,3558.5104170022532,1240,2,0.00018790000000000001
64048,missing,1,A,A,3557.821041002171,1340,2,0.0002029
64049,missing,1,B,B,3558.899208001094,1194,2,0.000181
64050,missing,1,C,C,3386.4881659974344,1226,2,0.00018580000000000002
64055,missing,1,D,D,3390.228042000672,1131,2,0.00017155000000000002
64060,missing,1,A,A,3385.1565420045517,1383,2,0.00020935
64062,missing,1,B,B,3377.134999987902,1534,2,0.000232
64067,missing,1,C,C,3384.4435830251314,1469,2,0.00022225
64068,missing,1,D,D,3090.093540988164,1355,2,0.00020515
64592,missing,1,A,B,3093.3167909970507,844,2,0.0001285
64596,missing,1,B,C,3085.1150839880574,752,2,0.0001147
64608,missing,1,C,D,3076.8149590003304,794,2,0.000121
64612,missing,1,D,D,3084.627750009531,642,2,9.82e-05
64614,missing,1,A,A,2774.5622500078753,774,2,0.000118
64615,missing,1,B,A,2781.0221670079045,662,2,0.00010120000000000001
64616,missing,1,C,C,2777.8092910011765,788,2,0.00012009999999999999
64617,missing,1,D,D,2774.598916992545,657,2,0.00010045
65729,missing,1,A,B,2770.7738330063876,1138,2,0.0001726
65748,missing,1,B,B,2544.0304160001688,801,2,0.00012205
65750,missing,1,C,C,2542.520708986558,722,2,0.00011020000000000001
65751,missing,1,D,D,2537.260500015691,819,2,0.00012475
65752,missing,1,A,A,2532.9842919891234,751,2,0.00011454999999999999
65753,missing,1,B,B,2528.3017909969203,926,2,0.0001408
65754,missing,1,C,C,2508.2654590078164,785,2,0.00011965000000000001
65755,missing,1,D,D,2496.112124994397,696,2,0.0001063
68534,missing,1,A,A,2496.6795000073034,513,2,7.885e-05
68556,missing,1,B,B,2501.235874980921,562,2,8.620000000000001e-05
68557,missing,1,C,C,2494.579749996774,1014,2,0.000154
68569,missing,1,D,D,2496.4434579887893,822,2,0.0001252
68573,missing,1,A,A,2494.6197499812115,761,2,0.00011605
68574,missing,1,B,B,2487.459416995989,981,2,0.00014905000000000002
68575,missing,1,C,C,2490.313457994489,987,2,0.00014994999999999999
68817,missing,1,D,B,2480.4731250042096,784,2,0.0001195
68851,missing,1,A,C,2676.249666023068,1104,2,0.0001675
68858,missing,1,B,A,2669.5507080003154,687,2,0.00010495
68880,missing,1,C,C,2670.406791003188,713,2,0.00010885
68881,missing,1,D,D,2667.6257500075735,743,2,0.00011335
69676,missing,1,A,A,2658.515041024657,599,2,9.175e-05
69677,missing,1,B,B,2954.1728339972906,808,2,0.00012309999999999998
74038,missing,1,C,C,2952.980000001844,438,2,6.76e-05
74081,missing,1,D,B,2946.975916012889,1474,2,0.000223
74214,missing,1,A,A,2951.1568330053706,1049,2,0.00015925
74222,missing,1,B,B,2938.126416003797,859,2,0.00013075
74223,missing,1,C,C,2800.209624983836,949,2,0.00014425
74225,missing,1,D,D,2801.866167021217,995,2,0.00015115000000000001
74227,missing,1,A,A,2790.728499996476,1201,2,0.00018205
74229,missing,1,B,B,2794.1788340103813,958,2,0.0001456
74230,missing,1,C,C,2783.6109579948243,861,2,0.00013105000000000001
74231,missing,1,D,D,2863.4425410127733,525,2,8.065000000000001e-05
74233,missing,1,A,A,2859.309125022264,778,2,0.0001186
74501,missing,1,B,B,2849.8127500060946,1048,2,0.0001591
74502,missing,1,C,C,2853.2619579927996,818,2,0.0001246
74503,missing,1,D,D,2858.078542019939,970,2,0.0001474
74504,missing,1,A,A,2582.7929170045536,629,2,9.625e-05
74505,missing,1,B,B,2579.794374993071,902,2,0.0001372
74506,missing,1,C,C,2574.094208976021,948,2,0.0001441
74507,missing,1,D,D,2576.674540992826,822,2,0.0001252
75149,missing,1,A,A,2574.839666020125,790,2,0.0001204
75181,missing,1,B,B,2383.3051250257995,919,2,0.00013975
75182,missing,1,C,C,2376.135250000516,1005,2,0.00015265
75198,missing,1,D,D,2379.361625004094,985,2,0.00014965
75246,missing,1,A,C,2373.47225000849,723,2,0.00011035000000000001
75251,missing,1,B,A,2365.0710830115713,873,2,0.00013285
75337,missing,1,C,A,2640.2179169817828,882,2,0.00013419999999999998
75388,missing,1,D,D,2633.122208993882,774,2,0.000118
75467,missing,1,A,A,2635.885582974879,810,2,0.00012340000000000002
75468,missing,1,B,B,2637.5025419984013,824,2,0.0001255
75469,missing,1,C,C,2633.7586250156164,900,2,0.0001369
75470,missing,1,D,D,2582.917958003236,745,2,0.00011365000000000001
75471,missing,1,A,A,2573.440957989078,999,2,0.00015175
75472,missing,1,B,B,2573.23033301509,721,2,0.00011004999999999999
75473,missing,1,C,C,2566.684166988125,972,2,0.00014769999999999999
75474,missing,1,D,D,2561.737792013446,1081,2,0.00016405
75475,missing,1,A,A,2662.508167006308,403,2,6.235e-05
75476,missing,1,B,B,2662.5584999856073,949,2,0.00014425
75477,missing,1,C,C,2663.4524579858407,679,2,0.00010375
75480,missing,1,D,D,2656.5115000121295,955,2,0.00014515
75481,missing,1,A,A,2651.6218329779804,991,2,0.00015055
75503,missing,1,B,A,2667.8713339788374,799,2,0.00012175
75517,missing,1,C,C,2666.987624979811,962,2,0.00014619999999999998
75541,missing,1,D,B,2662.610458006384,793,2,0.00012085
